complaint_id,date_submitted,product,company,state,consumer_narrative,outcome,_true_theme,_true_confidence,_true_theme_2,_true_valence_score,_true_valence_label,_true_emotion
CFPB-001027,2026-01-23T12:00:00-05:00,Credit card,BARCLAYS BANK DELAWARE,IL,"On XX/XX/XXXX I was paying my credit card bills online when I noticed a large charge on my XXXX XXXX XXXX XXXX issued by Barclays Bank Delaware. It was for a {$2300.00} charge on XXXX that I did not make, my XXXX account was apparently hacked. As I did research, I found out the item, a laptop from seller XXXX was being delivered that day. I went to XXXX to report unauthorized activity since XXXX was linked to my XXXX account and the payment was authorized through them. I then changed all of my passwords for XXXX, XXXX, and my other accounts. It seems the hacker was hoping to watch my porch and steal the package after delivery since they had my address when they logged on to my XXXX account. I was able to get the package as soon as XXXX delivered it. When I tried to initiate a return on XXXX, they had locked me out of the ability to return the item because I had reported unauthorized activity to XXXX. I tried to contact the seller ANTOnline for help and they just told me to go through X",Closed with explanation,Identity Theft and Fraudulent Accounts,0.9,Banking and Account Access Problems,2,Negative,Frustrated
CFPB-001028,2022-04-27T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,NE,"In accordance with the Fair Credit Reporting Act, Account Systems-XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX have all violated my rights. 

15 U.S.C 1681 secion 602 A. States I have the right to privacy.

15 U.S.C 1681 section 604 A section 2 : It also states a consmer reporting agency can not furnish an account without my written instructions.",Closed with non-monetary relief,Unauthorized Credit Inquiries,0.8,,2,Negative,Disappointed
CFPB-001029,2021-07-01T12:00:00-05:00,Credit card,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,"Starting on XXXX i had unauthorized charges done on one of my credit cards with Bank of America XXXX I was at work on the XX/XX/2021 until XXXX. I left straight to XXXX XXXX after that and didnt come back to work until the XXXX of XXXX. I had a call from Bank of America her name was XXXX, she said something about fraud charges. I logged into my account and noticed there was numerous transactions i did not do or authorize anybody with the card. I checked my card case and my card was gone with my chase card as well. I called Bank of America immediately to tell them that it wasnt me because when i logged into the Bank of America app it had my verify the information if it was me or not. I freaked out so filled it out and called them and told them it wasnt me. I rarely use this card unless its an emergency. They opened a fraud dispute on the transactions and denied them, i called them back and they reopened it but this time i did a police report and provided them with that information. Ther",Closed with monetary relief,Identity Theft & Fraudulent Accounts,0.95,,2,Negative,Frustrated
CFPB-001030,2024-02-12T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,GA,I have a goal of getting a house as soon as possible but the stuff on my credit report will really put me in trouble.My name and all other information doesnt seem to look exactly the same on my ID and other documents. I have attached the letters and ID Docs for you to be able to update my personal information. I know these are just personal information but these things will definitely help a lot if updated.,Closed with non-monetary relief,Inaccurate Payment History & Account Data,0.75,,3,Neutral,Neutral
CFPB-001031,2022-08-25T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",NM,"There is a false negative item reporting on my credit report on all three credit bureaus. I've contacted the creditor, and they have confirmed it's a mistake and should be deleted. I disputed the incorrect info and the 3 credit bureaus all came back saying it was verified with the creditor. I have asked for the method of verification and they have all 3 ignored me.

I have confirmed, in writing, from the creditor that they NEVER received any verification request from any of the bureaus. This is illegal and this has absolutely affected my livelihood by tarnishing my credit for years.",Closed with explanation,Dispute Process Failures,0.9,,2,Negative,Frustrated
CFPB-001032,2023-10-07T12:00:00-05:00,Debt collection,"CITIBANK, N.A.",IA,"3 years ago purchased a PC from Best buy when I was ready to pay the sales person told me that I can save 15 % if I used their credit card. I agree got home and cut their credit card, two weeks latter they send me bill for the PC, I paid the full amount with my credit card that I have for more than 10 years. Last year when I was overseas  keep getting messages that I was late in my payments to Citibank I keep ignoring it because I never had any purchase with their card since I don't have a credit card with them. At my return went to Best Buy and complained of the charges from Best Buy that I never had, the attendant went to talk to someone an at his return he said do not worry they think it is a scam. 
Thank you XXXX XXXX XXXX. 
The collecting agency is XXXX XXXX XXXX XXXX, CA XXXX Ph ( XXXX ) XXXX REF XXXX",Closed with non-monetary relief,Debt Collection Practices,0.75,,2,Negative,Frustrated
CFPB-001033,2025-09-09T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,TX,"I, XXXX XXXX, am a victim of ongoing identity theft, unauthorized account reporting, and unlawful handling of my credit files by Experian, Equifax, and TransUnion, as well as XXXX. Despite years of disputes, police reports, and identity theft declarations, fraudulent accounts, inquiries, and addresses continue to appear on my reports. 

This complaint seeks : Immediate removal of all fraudulent accounts, collections, hard inquiries, and addresses under FCRA 605B. 

Permanent suppression of fraudulent information across all CRAs ( Experian, Equifax, TransUnion, ChexSystems ). 

Damages and penalties under the Fair Credit Reporting Act ( FCRA ), Fair Debt Collection Practices Act ( FDCPA ), Texas Business & Commerce Code, Texas Penal Code, and U.S. Constitutional protections. 

I. Fraudulent Hard Inquiries TransUnion The following inquiries were made without my authorization or consent. Under FCRA 604 ( a ) ( 2 ), these are unlawful. 
# Creditor / Inquiry Source Date Type XXXX XXXX XXXX ",Closed with explanation,Identity Theft and Fraudulent Accounts,0.95,Unauthorized Credit Inquiries,2,Negative,Angry
CFPB-001034,2025-05-14T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,OH,"Experian previously deleted two accounts from my credit reportXXXX XXXX and XXXX of XXXX I submitted a dispute. However, several months later, both accounts were reinserted into my report without any prior notice or explanation. Under the Fair Credit Reporting Act ( FCRA ), Experian is required to notify me within five business days if a previously deleted item is reinserted. I did not receive any such notice. This reinsertion has negatively impacted my credit score, and I believe it was done improperly and in violation of the FCRA.

I am requesting that Experian remove these accounts immediately and provide a full explanation, including who verified the reinsertion and what documentation was used.",Closed with explanation,Dispute Process Failures,0.85,,2,Negative,Disappointed
CFPB-001035,2017-09-05T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,"please find attached the letter from the creditor XXXX XXXX, for which they have approved to remove the late negative from my credit report. 
i have already provided this letter to XXXX and transunion. 
XXXX does not cooperate and has not removed the late yet, please help me to remove this inaccurate information.",Closed with explanation,Dispute Process Failures,0.85,Inaccurate Payment History & Account Data,2,Negative,Frustrated
CFPB-001036,2018-06-26T12:00:00-05:00,Mortgage,WELLS FARGO & COMPANY,CA,"First, I have been calling my point of contact with the executive office of Wells Fargo since XX/XX/XXXX and have not received a call back. That is over a month without being contacted back. Prior to this, I only sporadically heard from anyone - to include my home preservation specialist. Time is of the essence, I need assistance to become current and avoid foreclosure - and I can not get help because nobody will return my call. That is unacceptable. 

Second, I applied for the first loan modification we had submitted back in XXXX - XX/XX/XXXX and it did NOT include all sources of income we submitted for the application as a previous representative reported to me. First, XXXX XXXX, our first home preservation specialist, advised us to only put XXXX   income on the application for assistance and to send in ADDITIONAL non-borrower financial contribution sheets for XXXX ( wife ), XXXX mother and XXXX father who also lived in the household. That means THREE additional incomes were NOT incl",Closed with explanation,Customer Service and Communication Failures,0.85,Loan Servicing and Payment Disputes,2,Negative,Frustrated
CFPB-001037,2019-01-21T12:00:00-05:00,Vehicle loan or lease,NISSAN MOTOR ACCEPTANCE COMPANY LLC,GA,"XXXX XXXX XXXX XXXX is not allocating my payments correctly. 
They refuse to send statements showing payments I made on account. 

I called and their excuse is due to high interest loan I was charged. 

I received a statement on XX/XX/2019. Not listing my payments.",Closed with explanation,Loan & Mortgage Servicing,0.8,,2,Negative,Frustrated
